0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35
,Tourism expenditure in other countries,Tourism expenditure in other countries,Tourism expenditure in other countries,Tourism expenditure in other countries,US$ Millions,,IMF,9478,9798,8944,8754,7646,7837,7540,7633,9148,10518,11218,11822,12984,14083,13799,14332,17538,18878,19964,20849,19672,19942,21507,21463,21196,10856,12675,
,,Travel,Travel,,US$ Millions,,IMF,7420,7626,6987,6814,5767,5746,5451,5841,7287,8561,9287,9728,10634,11464,11529,11805,14533,16012,17025,17777,17204,17620,19105,19076,18853,10027,11662,
,,Passenger transport,Passenger transport,Passenger transport,US$ Millions,,IMF,2058,2172,1957,1940,1879,2091,2089,1792,1861,1957,1931,2094,2350,2619,2270,2527,3005,2866,2939,3072,2468,2322,2402,2387,2343,829,1013,
SYRIAN ARAB REPUBLIC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Departures,Departures,Departures,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Total departures,Total departures,Total departures,Thousands,,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,
,,,Overnights visitors (tourists),Overnights visitors (tourists),Thousands,,,1746,1871,2299,2411,2994,3863,3492,3299,3997,4309,4564,4042,4196,5253,5215,6259,..,..,..,..,..,..,..,..,..,..,..,
,,,Same-day visitors (excursionists),Same-day visitors (excursionists),Thousands,,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,
,Tourism expenditure in other countries,Tourism expenditure in other countries,Tourism expenditure in other countries,Tourism expenditure in other countries,US$ Millions,,IMF,..,..,..,..,..,..,..,..,734,688,584,585,710,911,980,1598,850,..,..,..,..,..,..,..,..,..,..,
,,Travel,Travel,,US$ Millions,,IMF,498,513,545,583,631,669,670,760,700,650,550,540,645,800,882,1510,774,..,..,..,..,..,..,..,..,..,..,
,,Passenger transport,Passenger transport,Passenger transport,US$ Millions,,IMF,..,..,..,..,..,..,..,..,34,38,34,45,65,111,98,88,76,..,..,..,..,..,..,..,..,..,..,
TAIWAN PROVINCE OF CHINA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Departures,Departures,Departures,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1/ Source from  2017: Central Bank of Taiwan.
,,Total departures,Total departures,Total departures,Thousands,,,5189,5714,6162,5912,6559,7329,7153,7319,5923,7781,8208,8671,8964,8465,8143,9415,9584,10240,11053,11845,13183,14589,15655,16645,17101,2336,360,1/ Source from  2017: Central Bank of Taiwan.
,,,Overnights visitors (tourists),Overnights visitors (tourists),Thousands,,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,1/ Source from  2017: Central Bank of Taiwan.
,,,Same-day visitors (excursionists),Same-day visitors (excursionists),Thousands,,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,1/ Source from  2017: Central Bank of Taiwan.
,Tourism expenditure in other countries,Tourism expenditure in other countries,Tourism expenditure in other countries,Tourism expenditure in other countries,US$ Millions,1/,IMF,9487,9106,9288,8395,8722,9531,8691,8229,7402,9376,10047,10406,10729,10710,8668,10700,11701,12444,14158,15953,17388,19229,20502,22254,22890,3423,1423,1/ Source from  2017: Central Bank of Taiwan.
,,Travel,Travel,,US$ Millions,,IMF,8457,8152,8198,7331,7398,8107,7319,6956,6480,8170,8682,8746,9070,9116,7800,9357,10112,10630,12310,13997,15502,16574,18018,19428,20500,3046,1247,1/ Source from  2017: Central Bank of Taiwan.
,,Passenger transport,Passenger transport,Passenger transport,US$ Millions,,IMF,1030,954,1090,1064,1324,1424,1372,1273,922,1206,1365,1660,1659,1594,868,1343,1589,1814,1848,1956,1886,2655,2484,2826,2390,377,176,1/ Source from  2017: Central Bank of Taiwan.
TAJIKISTAN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Departures,Departures,Departures,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Total departures,Total departures,Total departures,Thousands,,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,
,,,Overnights visitors (tourists),Overnights visitors (tourists),Thousands,,,..,..,..,..,4.1,6.4,2.7,..,..,..,..,..,..,..,..,..,..,15,15,19,16,22,31,31,..,..,..,
,,,Same-day visitors (excursionists),Same-day visitors (excursionists),Thousands,,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,
,Tourism expenditure in other countries,Tourism expenditure in other countries,Tourism expenditure in other countries,Tourism expenditure in other countries,US$ Millions,,IMF,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,35.4,31.4,36.5,42.5,..,..,24.6,15.1,24.2,28.4,10.8,22.8,
,,Travel,Travel,,US$ Millions,,IMF,..,..,..,..,..,..,..,1.7,2.1,3.4,3.8,6.0,7.0,10.8,5.8,..,3.1,3.9,2.3,..,..,3.6,4.1,10.2,5.2,3.5,4.8,
,,Passenger transport,Passenger transport,Passenger transport,US$ Millions,,IMF,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,35.4,28.3,32.6,40.2,35.0,25.0,21.0,11.0,14.0,23.2,7.3,18.0,
"TANZANIA, UNITED REPUBLIC  OF",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Departures,Departures,Departures,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Total departures,Total departures,Total departures,Thousands,,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,371,
,,,Overnights visitors (tourists),Overnights visitors (tourists),Thousands,,,157,148,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,121,
,,,Same-day visitors (excursionists),Same-day visitors (excursionists),Thousands,,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,249,
,Tourism expenditure in other countries,Tourism expenditure in other countries,Tourism expenditure in other countries,Tourism expenditure in other countries,US$ Millions,,IMF,..,..,424,521,403,369,363,361,375,470,577,571,616,746,806,861,928,1003,1101,1185,1288,992,873,818,738,226,214,
,,Travel,Travel,,US$ Millions,,IMF,360,412,407,493,370,337,327,337,353,445,554,534,595,721,766,830,899,967,1034,1102,1195,922,807,738,651,204,196,
,,Passenger transport,Passenger transport,Passenger transport,US$ Millions,,IMF,..,..,17,28,33,32,36,24,22,25,23,37,21,25,40,31,29,36,67,83,93,70,66,80,87,22,18,
THAILAND,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Departures,Departures,Departures,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Total departures,Total departures,Total departures,Thousands,,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,
,,,Overnights visitors (tourists),Overnights visitors (tourists),Thousands,,,1820,1845,1660,1412,1655,1909,2011,2250,2152,2709,3047,3382,4018,3908,4653,5451,5397,5721,5970,6444,6794,8204,8963,9966,10446,..,..,
,,,Same-day visitors (excursionists),Same-day visitors (excursionists),Thousands,,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,
,Tourism expenditure in other countries,Tourism expenditure in other countries,Tourism expenditure in other countries,Tourism expenditure in other countries,US$ Millions,,IMF,4791,4735,3752,2246,2870,3218,3334,3888,3538,5343,4920,6176,6889,6707,5744,7155,7534,8095,8238,8824,9539,11267,12676,14406,14969,5212,4233,
,,Travel,Travel,,US$ Millions,,IMF,4271,4286,3416,1960,2474,2772,2924,3303,2921,4514,3803,4599,5144,5012,4429,5627,5717,6248,6481,7071,7718,9072,10504,12083,12355,4391,3459,
,,Passenger transport,Passenger transport,Passenger transport,US$ Millions,,IMF,520,449,336,286,396,446,410,585,617,829,1117,1577,1745,1695,1315,1528,1817,1847,1757,1753,1821,2195,2172,2323,2614,821,774,
TIMOR-LESTE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Departures,Departures,Departures,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Total departures,Total departures,Total departures,Thousands,,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,
,,,Overnights visitors (tourists),Overnights visitors (tourists),Thousands,,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,
,,,Same-day visitors (excursionists),Same-day visitors (excursionists),Thousands,,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,
,Tourism expenditure in other countries,Tourism expenditure in other countries,Tourism expenditure in other countries,Tourism expenditure in other countries,US$ Millions,,IMF,..,..,..,..,..,..,..,..,..,..,..,2.0,5,51,69,68,62,92,57,84,100,118,137,131,110,61,32,
,,Travel,Travel,,US$ Millions,,IMF,..,..,..,..,..,..,..,..,..,..,..,1.7,3,40,58,52,49,73,40,66,83,102,121,115,92,54,27,
,,Passenger transport,Passenger transport,Passenger transport,US$ Millions,,IMF,..,..,..,..,..,..,..,..,..,..,..,0.3,2,11,11,16,13,19,17,18,17,16,16,16,18,7,5,
TOGO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Departures,Departures,Departures,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Total departures,Total departures,Total departures,Thousands,,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,
,,,Overnights visitors (tourists),Overnights visitors (tourists),Thousands,,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,191,216,236,269,..,..,
,,,Same-day visitors (excursionists),Same-day visitors (excursionists),Thousands,,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,
,Tourism expenditure in other countries,Tourism expenditure in other countries,Tourism expenditure in other countries,Tourism expenditure in other countries,US$ Millions,,IMF,40,19,14,16,17,15,20,26,37,38,42,42,59,68,94,89,81,46,58,60,53,55,57,65,61,36,..,
,,Travel,Travel,,US$ Millions,,IMF,18,3,5,3,3,2,5,5,7,8,8,5,17,19,47,46,57,34,45,41,37,38,39,42,43,23,..,
,,Passenger transport,Passenger transport,Passenger transport,US$ Millions,,IMF,22,16,9,13,14,13,15,21,30,30,34,37,42,49,47,43,24,12,13,19,16,17,18,23,18,13,..,
TONGA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Departures,Departures,Departures,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Total departures,Total departures,Total departures,Thousands,,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,
,,,Overnights visitors (tourists),Overnights visitors (tourists),Thousands,,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,
,,,Same-day visitors (excursionists),Same-day visitors (excursionists),Thousands,,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,
,Tourism expenditure in other countries,Tourism expenditure in other countries,Tourism expenditure in other countries,Tourism expenditure in other countries,US$ Millions,,IMF,..,..,..,..,..,..,..,..,13,16,16,15,17,21,20,22,23,29,29,30,32,24,38,41,44,38,20,
,,Travel,Travel,,US$ Millions,,IMF,..,..,..,..,..,..,3,3,3,6,4,8,10,10,7,8,12,14,18,21,23,21,34,36,39,33,20,
,,Passenger transport,Passenger transport,Passenger transport,US$ Millions,,IMF,..,..,..,..,..,..,..,..,10,10,12,7,7,11,13,14,12,14,11,9,9,3,3,5,5,5,0.2,
TRINIDAD AND TOBAGO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Departures,Departures,Departures,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Total departures,Total departures,Total departures,Thousands,,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,
,,,Overnights visitors (tourists),Overnights visitors (tourists),Thousands,,,261,248,..,..,..,..,..,..,..,..,..,..,..,..,270,273,..,..,..,..,..,..,..,..,..,..,..,
,,,Same-day visitors (excursionists),Same-day visitors (excursionists),Thousands,,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,
,Tourism expenditure in other countries,Tourism expenditure in other countries,Tourism expenditure in other countries,Tourism expenditure in other countries,US$ Millions,,IMF,91,98,97,92,106,190,172,208,143,141,234,146,155,102,136,97,188,223,116,168,253,230,147,149,133,47,39,
,,Travel,Travel,,US$ Millions,,IMF,69,76,72,67,83,147,151,186,107,96,180,93,94,75,105,71,150,196,89,124,207,187,97,98,86,38,37,
,,Passenger transport,Passenger transport,Passenger transport,US$ Millions,,IMF,22,22,25,25,23,43,21,22,36,45,54,53,61,27,31,26,38,27,27,44,46,43,50,51,47,9,2,
TUNISIA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Departures,Departures,Departures,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Total departures,Total departures,Total departures,Thousands,,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,
,,,Overnights visitors (tourists),Overnights visitors (tourists),Thousands,,,1778,1428,1381,1526,1480,1632,1669,1939,2274,2312,2241,2302,2743,3118,2623,2250,2303,2897,2873,2637,..,1830,..,2515,2781,739,1748,
,,,Same-day visitors (excursionists),Same-day visitors (excursionists),Thousands,,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,
,Tourism expenditure in other countries,Tourism expenditure in other countries,Tourism expenditure in other countries,Tourism expenditure in other countries,US$ Millions,,IMF,294,282,266,271,276,310,322,303,355,427,452,498,530,555,478,611,678,673,768,770,767,823,871,954,889,408,494,
,,Travel,Travel,,US$ Millions,,IMF,251,251,235,235,239,263,273,260,300,340,374,410,437,458,415,547,607,593,675,681,696,749,795,864,798,370,446,
,,Passenger transport,Passenger transport,Passenger transport,US$ Millions,,IMF,43,31,31,36,37,47,49,43,55,87,78,88,93,97,63,64,71,80,93,89,71,74,76,90,91,38,48,
TÜRKIYE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Departures,Departures,Departures,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Total departures,Total departures,Total departures,Thousands,,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,
,,,Overnights visitors (tourists),Overnights visitors (tourists),Thousands,,,3981,4261,4633,4601,4758,5284,4856,5131,5928,7299,8246,8275,4956,4893,5561,6557,6282,5803,7526,7982,8751,7892,8887,8383,9651,2243,2738,
,,,Same-day visitors (excursionists),Same-day visitors (excursionists),Thousands,,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,
,Tourism expenditure in other countries,Tourism expenditure in other countries,Tourism expenditure in other countries,Tourism expenditure in other countries,US$ Millions,,IMF,..,..,..,..,..,..,..,..,..,..,3563,3517,4254,4509,5061,5817,5372,4585,5017,5331,5635,5698,5865,6068,5262,1410,2095,
,,Travel,Travel,,US$ Millions,,IMF,911,1265,1716,1754,1471,1713,1738,1880,2113,2524,3104,2989,3649,3824,4575,5194,4883,4094,4817,5072,5368,4783,4823,4595,4110,1040,1650,
,,Passenger transport,Passenger transport,Passenger transport,US$ Millions,,IMF,..,..,..,..,..,..,..,..,..,..,459,528,605,685,486,623,489,491,200,259,267,915,1042,1473,1152,370,445,
TURKMENISTAN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Departures,Departures,Departures,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Total departures,Total departures,Total departures,Thousands,,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,
,,,Overnights visitors (tourists),Overnights visitors (tourists),Thousands,,,21,29,31,357,..,78,111,79,34,32,33,33,38,..,..,..,..,..,..,..,..,..,..,..,..,..,..,
,,,Same-day visitors (excursionists),Same-day visitors (excursionists),Thousands,,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,
,Tourism expenditure in other countries,Tourism expenditure in other countries,Tourism expenditure in other countries,Tourism expenditure in other countries,US$ Millions,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,
,,Travel,Travel,,US$ Millions,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,
,,Passenger transport,Passenger transport,Passenger transport,US$ Millions,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,
TURKS AND CAICOS ISLANDS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Departures,Departures,Departures,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1/ 1995-1998:  country data.
,,Total departures,Total departures,Total departures,Thousands,,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,1/ 1995-1998:  country data.
,,,Overnights visitors (tourists),Overnights visitors (tourists),Thousands,,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,1/ 1995-1998:  country data.
,,,Same-day visitors (excursionists),Same-day visitors (excursionists),Thousands,,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,1/ 1995-1998:  country data.
,Tourism expenditure in other countries,Tourism expenditure in other countries,Tourism expenditure in other countries,Tourism expenditure in other countries,US$ Millions,1/,country,153,174,235,194,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,1/ 1995-1998:  country data.
,,Travel,Travel,,US$ Millions,,IMF,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,4.5,4.5,4.5,4.2,4.2,..,..,..,1/ 1995-1998:  country data.
,,Passenger transport,Passenger transport,Passenger transport,US$ Millions,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,1/ 1995-1998:  country data.
TUVALU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Departures,Departures,Departures,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Total departures,Total departures,Total departures,Thousands,,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,
,,,Overnights visitors (tourists),Overnights visitors (tourists),Thousands,,,..,..,..,1.9,2.2,2.9,2.8,2.7,2.6,2.3,2.2,2.0,2.4,..,..,..,2.1,..,..,..,..,..,..,4.2,4.7,1.5,0.5,
,,,Same-day visitors (excursionists),Same-day visitors (excursionists),Thousands,,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,
,Tourism expenditure in other countries,Tourism expenditure in other countries,Tourism expenditure in other countries,Tourism expenditure in other countries,US$ Millions,,IMF,..,..,..,..,..,..,4.2,3.9,4.3,4.6,4.6,5.4,6.9,8.4,7.5,8.7,11.5,11.5,6.9,7.5,9.4,11.4,10.1,10.8,9.8,7.2,7.4,
,,Travel,Travel,,US$ Millions,,IMF,..,..,..,..,..,..,3.6,3.3,3.5,3.8,4.0,5.0,5.9,7.2,6.3,7.4,9.7,9.5,4.6,5.1,6.4,7.8,6.3,7.1,6.3,5.1,5.5,
,,Passenger transport,Passenger transport,Passenger transport,US$ Millions,,IMF,..,..,..,..,..,..,0.6,0.6,0.8,0.8,0.6,0.5,1.0,1.2,1.2,1.3,1.8,2.0,2.3,2.4,3.0,3.6,3.8,3.7,3.5,2.1,1.9,
UGANDA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Departures,Departures,Departures,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Total departures,Total departures,Total departures,Thousands,,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,
,,,Overnights visitors (tourists),Overnights visitors (tourists),Thousands,,,..,..,148,241,327,153,152,184,189,231,189,254,272,337,311,324,367,469,471,511,523,568,563,..,488,197,331,
,,,Same-day visitors (excursionists),Same-day visitors (excursionists),Thousands,,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,
,Tourism expenditure in other countries,Tourism expenditure in other countries,Tourism expenditure in other countries,Tourism expenditure in other countries,US$ Millions,,IMF,..,..,..,..,..,..,..,..,..,158,185,196,220,315,351,464,540,642,349,342,278,309,365,497,629,269,439,
,,Travel,Travel,,US$ Millions,,IMF,80,135,113,95,..,..,..,..,..,108,124,123,132,156,192,320,405,484,208,189,186,208,214,333,450,110,252,
,,Passenger transport,Passenger transport,Passenger transport,US$ Millions,,IMF,..,..,..,..,..,..,2,2,44,50,61,73,88,159,159,144,135,158,141,153,92,101,151,164,179,159,187,
