0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35
,,Total,Total,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1/ Until 2015:  hotels and similar establishments (including health establishments). From  2016 onwards: all collective tourism establishments.  2/ From 2016 onwards: including Middle East and South Asia.  3/ Including health establishments.
,,,Guests,Guests,Thousands,,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,10402,11133,11715,11818,3690,4390,1/ Until 2015:  hotels and similar establishments (including health establishments). From  2016 onwards: all collective tourism establishments.  2/ From 2016 onwards: including Middle East and South Asia.  3/ Including health establishments.
,,,Overnights,Overnights,Thousands,,,33984,31461,31324,32237,31863,32844,32111,29641,28569,..,..,..,..,..,..,..,..,..,..,..,..,24016,25515,26784,26880,10254,11593,1/ Until 2015:  hotels and similar establishments (including health establishments). From  2016 onwards: all collective tourism establishments.  2/ From 2016 onwards: including Middle East and South Asia.  3/ Including health establishments.
,,Hotels and similar establishments,Hotels and similar establishments,Hotels and similar establishments,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1/ Until 2015:  hotels and similar establishments (including health establishments). From  2016 onwards: all collective tourism establishments.  2/ From 2016 onwards: including Middle East and South Asia.  3/ Including health establishments.
,,,Guests,Guests,Thousands,3/,,6946,6730,7039,7185,7154,7821,7455,6868,6530,..,7229,7863,8448,8608,8294,8628,8534,8566,8967,9158,9305,9205,9889,10362,10485,3009,3632,1/ Until 2015:  hotels and similar establishments (including health establishments). From  2016 onwards: all collective tourism establishments.  2/ From 2016 onwards: including Middle East and South Asia.  3/ Including health establishments.
,,,Overnights,Overnights,Thousands,3/,,18386,17284,18034,18712,18544,19914,19273,17768,16964,..,18321,19644,20918,21508,20164,20443,19734,19076,19735,19907,19576,19288,20473,21394,21640,7341,8598,1/ Until 2015:  hotels and similar establishments (including health establishments). From  2016 onwards: all collective tourism establishments.  2/ From 2016 onwards: including Middle East and South Asia.  3/ Including health establishments.
,Tourism expenditure in the country,Tourism expenditure in the country,Tourism expenditure in the country,Tourism expenditure in the country,US$ Millions,,IMF,11354,10779,10036,10188,9135,9058,9392,9198,10427,11217,11914,12961,14934,18016,17023,17883,20809,19567,20239,21355,20138,19784,20398,21296,21378,11111,12125,1/ Until 2015:  hotels and similar establishments (including health establishments). From  2016 onwards: all collective tourism establishments.  2/ From 2016 onwards: including Middle East and South Asia.  3/ Including health establishments.
,,Travel,Travel,,US$ Millions,,IMF,9459,8891,7945,7991,6839,6566,6716,7231,8424,9288,9891,10784,12223,14698,14340,14811,17148,15994,16677,17765,16927,16749,17250,17996,18076,10144,11004,1/ Until 2015:  hotels and similar establishments (including health establishments). From  2016 onwards: all collective tourism establishments.  2/ From 2016 onwards: including Middle East and South Asia.  3/ Including health establishments.
,,Passenger transport,Passenger transport,Passenger transport,US$ Millions,,IMF,1895,1888,2091,2197,2296,2492,2676,1967,2003,1929,2023,2177,2711,3318,2683,3072,3661,3573,3562,3590,3211,3035,3148,3300,3302,967,1121,1/ Until 2015:  hotels and similar establishments (including health establishments). From  2016 onwards: all collective tourism establishments.  2/ From 2016 onwards: including Middle East and South Asia.  3/ Including health establishments.
SYRIAN ARAB REPUBLIC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Arrivals,Arrivals,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1/ 2000-2011:  including the nationals residing abroad. 2/ 1995-1997: arrivals of non-resident tourists in hotels and similar  establishments.  Note: the Iraqi nationals are included from 2008 only and they have been  excluded in the previous years (from the beginning of 2008, they have to  require a visa to enter Syria; if they arrived previously to this date, it is  considered that they staid for a period longer than a year, becoming  residents).  3/ 2004-2008: including the nationals residing abroad."
,,Total arrivals,Total arrivals,Total arrivals,Thousands,1/,VF,2253,2435,2332,2464,2682,3412,3671,4678,4837,6334,5859,5682,5434,6951,7721,10970,6476,..,..,..,..,1043,1291,1802,2424,479,661,"1/ 2000-2011:  including the nationals residing abroad. 2/ 1995-1997: arrivals of non-resident tourists in hotels and similar  establishments.  Note: the Iraqi nationals are included from 2008 only and they have been  excluded in the previous years (from the beginning of 2008, they have to  require a visa to enter Syria; if they arrived previously to this date, it is  considered that they staid for a period longer than a year, becoming  residents).  3/ 2004-2008: including the nationals residing abroad."
,,,Overnights visitors (tourists),Overnights visitors (tourists),Thousands,2/,TCE,815,830,891,1267,1386,2100,2192,2661,2598,3399,3571,4231,4158,5430,6092,8546,5070,..,..,..,..,..,..,..,..,..,..,"1/ 2000-2011:  including the nationals residing abroad. 2/ 1995-1997: arrivals of non-resident tourists in hotels and similar  establishments.  Note: the Iraqi nationals are included from 2008 only and they have been  excluded in the previous years (from the beginning of 2008, they have to  require a visa to enter Syria; if they arrived previously to this date, it is  considered that they staid for a period longer than a year, becoming  residents).  3/ 2004-2008: including the nationals residing abroad."
,,,Same-day visitors (excursionists),Same-day visitors (excursionists),Thousands,,,10,9,10,11,1296,1312,1479,2017,2239,2935,2288,1451,1276,1521,1629,2424,1406,..,..,..,..,..,..,..,..,..,..,"1/ 2000-2011:  including the nationals residing abroad. 2/ 1995-1997: arrivals of non-resident tourists in hotels and similar  establishments.  Note: the Iraqi nationals are included from 2008 only and they have been  excluded in the previous years (from the beginning of 2008, they have to  require a visa to enter Syria; if they arrived previously to this date, it is  considered that they staid for a period longer than a year, becoming  residents).  3/ 2004-2008: including the nationals residing abroad."
,,,,"of which, cruise passengers",Thousands,,,10,9,10,11,12,9,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,"1/ 2000-2011:  including the nationals residing abroad. 2/ 1995-1997: arrivals of non-resident tourists in hotels and similar  establishments.  Note: the Iraqi nationals are included from 2008 only and they have been  excluded in the previous years (from the beginning of 2008, they have to  require a visa to enter Syria; if they arrived previously to this date, it is  considered that they staid for a period longer than a year, becoming  residents).  3/ 2004-2008: including the nationals residing abroad."
,Arrivals by region,Arrivals by region,Arrivals by region,Arrivals by region,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1/ 2000-2011:  including the nationals residing abroad. 2/ 1995-1997: arrivals of non-resident tourists in hotels and similar  establishments.  Note: the Iraqi nationals are included from 2008 only and they have been  excluded in the previous years (from the beginning of 2008, they have to  require a visa to enter Syria; if they arrived previously to this date, it is  considered that they staid for a period longer than a year, becoming  residents).  3/ 2004-2008: including the nationals residing abroad."
,,Total,Total,,Thousands,1/,VF,2253,2435,2332,2464,2682,3412,3670,4678,4837,6335,5859,5682,5434,6951,7720,10970,6476,..,..,..,..,1043,1291,1802,2424,479,661,"1/ 2000-2011:  including the nationals residing abroad. 2/ 1995-1997: arrivals of non-resident tourists in hotels and similar  establishments.  Note: the Iraqi nationals are included from 2008 only and they have been  excluded in the previous years (from the beginning of 2008, they have to  require a visa to enter Syria; if they arrived previously to this date, it is  considered that they staid for a period longer than a year, becoming  residents).  3/ 2004-2008: including the nationals residing abroad."
,,,Africa,Africa,Thousands,,,53,72,76,71,65,66,71,71,73,90,93,81,78,85,76,90,46,..,..,..,..,4,9,8,7,1,2,"1/ 2000-2011:  including the nationals residing abroad. 2/ 1995-1997: arrivals of non-resident tourists in hotels and similar  establishments.  Note: the Iraqi nationals are included from 2008 only and they have been  excluded in the previous years (from the beginning of 2008, they have to  require a visa to enter Syria; if they arrived previously to this date, it is  considered that they staid for a period longer than a year, becoming  residents).  3/ 2004-2008: including the nationals residing abroad."
,,,Americas,Americas,Thousands,,,19,21,26,28,31,38,43,45,44,58,58,59,59,75,84,97,37,..,..,..,..,16,19,26,31,5,22,"1/ 2000-2011:  including the nationals residing abroad. 2/ 1995-1997: arrivals of non-resident tourists in hotels and similar  establishments.  Note: the Iraqi nationals are included from 2008 only and they have been  excluded in the previous years (from the beginning of 2008, they have to  require a visa to enter Syria; if they arrived previously to this date, it is  considered that they staid for a period longer than a year, becoming  residents).  3/ 2004-2008: including the nationals residing abroad."
,,,East Asia and the Pacific,East Asia and the Pacific,Thousands,,,12,13,18,16,22,26,25,29,27,41,41,42,43,53,60,78,31,..,..,..,..,5,6,8,9,1,2,"1/ 2000-2011:  including the nationals residing abroad. 2/ 1995-1997: arrivals of non-resident tourists in hotels and similar  establishments.  Note: the Iraqi nationals are included from 2008 only and they have been  excluded in the previous years (from the beginning of 2008, they have to  require a visa to enter Syria; if they arrived previously to this date, it is  considered that they staid for a period longer than a year, becoming  residents).  3/ 2004-2008: including the nationals residing abroad."
,,,Europe,Europe,Thousands,,,339,332,343,343,369,398,472,646,652,933,947,710,732,905,1142,1959,1468,..,..,..,..,56,72,86,96,52,79,"1/ 2000-2011:  including the nationals residing abroad. 2/ 1995-1997: arrivals of non-resident tourists in hotels and similar  establishments.  Note: the Iraqi nationals are included from 2008 only and they have been  excluded in the previous years (from the beginning of 2008, they have to  require a visa to enter Syria; if they arrived previously to this date, it is  considered that they staid for a period longer than a year, becoming  residents).  3/ 2004-2008: including the nationals residing abroad."
,,,Middle East,Middle East,Thousands,,,1582,1746,1697,1800,1929,2111,2237,2815,3072,3957,3456,3445,3124,4391,4712,6192,3112,..,..,..,..,928,1140,1612,2212,404,529,"1/ 2000-2011:  including the nationals residing abroad. 2/ 1995-1997: arrivals of non-resident tourists in hotels and similar  establishments.  Note: the Iraqi nationals are included from 2008 only and they have been  excluded in the previous years (from the beginning of 2008, they have to  require a visa to enter Syria; if they arrived previously to this date, it is  considered that they staid for a period longer than a year, becoming  residents).  3/ 2004-2008: including the nationals residing abroad."
,,,South Asia,South Asia,Thousands,,,213,199,140,170,221,243,237,340,228,218,269,290,356,389,499,961,701,..,..,..,..,18,28,41,44,9,14,"1/ 2000-2011:  including the nationals residing abroad. 2/ 1995-1997: arrivals of non-resident tourists in hotels and similar  establishments.  Note: the Iraqi nationals are included from 2008 only and they have been  excluded in the previous years (from the beginning of 2008, they have to  require a visa to enter Syria; if they arrived previously to this date, it is  considered that they staid for a period longer than a year, becoming  residents).  3/ 2004-2008: including the nationals residing abroad."
,,,Other not classified,Other not classified,Thousands,,,35,52,32,36,45,530,585,732,741,1038,995,1055,1042,1053,1147,1593,1081,..,..,..,..,17,18,21,25,7,13,"1/ 2000-2011:  including the nationals residing abroad. 2/ 1995-1997: arrivals of non-resident tourists in hotels and similar  establishments.  Note: the Iraqi nationals are included from 2008 only and they have been  excluded in the previous years (from the beginning of 2008, they have to  require a visa to enter Syria; if they arrived previously to this date, it is  considered that they staid for a period longer than a year, becoming  residents).  3/ 2004-2008: including the nationals residing abroad."
,,,,"of which, nationals residing abroad",Thousands,,,..,..,..,..,..,482,532,684,702,985,934,962,961,959,1065,1513,1043,..,..,..,..,..,..,..,..,..,..,"1/ 2000-2011:  including the nationals residing abroad. 2/ 1995-1997: arrivals of non-resident tourists in hotels and similar  establishments.  Note: the Iraqi nationals are included from 2008 only and they have been  excluded in the previous years (from the beginning of 2008, they have to  require a visa to enter Syria; if they arrived previously to this date, it is  considered that they staid for a period longer than a year, becoming  residents).  3/ 2004-2008: including the nationals residing abroad."
